year,runtimemins,numlang,maingenre,numgenre,director_award_index,actors_award_index,box,budget,four_class,two_class
1.12677785151198,2.051017004238694,1.4305475773845664,0,0.6120388798195917,0.602964465138937,0.22632020699464636,0.9024901520720142,0.03987526258262226,3,1
1.6057886372992838,1.9643800035197276,0.7228658372869718,1,1.2620236515703236,0.0,1.5781411267156935,1.7694999974719101,0.7469939566445177,3,1
1.12677785151198,1.9643800035197276,0.7228658372869718,0,0.6120388798195917,0.7863272899056111,0.6263547840527054,0.3324901016055432,0.1270003569092852,3,1
0.38799488676616195,1.7919576976295055,0.7228658372869718,1,1.2620236515703236,0.8667701967354501,0.36143615127795387,1.844383565116947,0.05581226532432885,3,1
0.8031031502065478,1.746118300043122,0.7228658372869718,2,0.9889370298693934,0.1688100232371159,0.6455634132402214,1.3000987273405715,0.09710948941742298,3,1
0.8031031502065478,1.5498067848119363,0.7228658372869718,3,0.6120388798195917,0.0,0.1667105347623021,0.29993419864259335,0.0016704241018141786,1,0
0.8031031502065478,1.7271775464199457,1.6565728610604917,2,0.9889370298693934,0.0,0.524353609270258,0.34959086555182195,0.09710948941742298,2,0
1.030078076103954,1.7647069601055332,0.7228658372869718,0,0.9889370298693934,0.31319659836893105,0.6829079811068289,1.054239559595953,0.09710948941742298,3,1
1.095572151612086,1.8443277056830976,1.1380440863117207,2,0.9889370298693934,1.5814085966745908,0.3863990463250086,2.0877649970045766,0.2980144796229682,3,1
1.12677785151198,1.454034804023295,1.6565728610604917,4,1.4763065725195041,0.0,0.5456031838729744,2.0348529753341875,0.22063808900451157,3,1
1.1570391520343684,1.3481095751739987,0.7228658372869718,4,1.4763065725195041,0.9046883396137593,1.407078870569104,1.248019057229334,0.15124453849571098,3,1
1.2426882992121566,1.7554558217378484,1.6565728610604917,3,0.6120388798195917,1.7704035346088831,1.407078870569104,0.2720577149356953,0.07667404481338373,3,1
1.2426882992121566,2.149719254958091,1.6565728610604917,1,0.9889370298693934,1.5814085966745908,1.3616419236616633,1.4601641406714614,0.3265592857163573,3,1
1.2696819280494418,1.9414949373840762,0.7228658372869718,5,0.0,0.6988427436975632,1.2328296096393228,0.5242742319216608,0.2980144796229682,3,1
1.2696819280494418,1.9180738542712812,0.7228658372869718,1,0.6120388798195917,0.24360698569583475,0.3863990463250086,1.4305299055941494,0.2980144796229682,3,1
1.2959660121263161,2.057909040404352,0.7228658372869718,1,0.6120388798195917,0.43934183354792555,1.4246909226839732,1.4207854001771925,0.4511333455437597,3,1
1.2959660121263161,1.6266869999328433,0.7228658372869718,1,0.9889370298693934,0.31319659836893105,0.8036160745908,1.1092107099490807,0.3464608241033389,3,1
1.3215768997177189,2.20457909517574,1.1380440863117207,2,0.9889370298693934,0.602964465138937,0.2548434235989109,1.9437036258501068,0.41499508537560004,3,1
1.3465482156587942,2.2104929276791245,1.4305475773845664,1,1.2620236515703236,0.602964465138937,0.07005287834712644,1.9959348577982512,0.4186682495019888,3,1
1.3709111268045406,1.58348167220366,0.7228658372869718,4,1.2620236515703236,1.2992322025341323,1.155920627545124,2.0058766440693465,0.4186682495019888,3,1
1.3709111268045406,2.332463064961448,1.6565728610604917,2,0.9889370298693934,0.602964465138937,0.07005287834712644,0.0035669196502849908,0.4186682495019888,2,0
1.3946945759137084,1.5149582625917486,1.4305475773845664,3,0.0,0.08796289310367704,0.6263547840527054,0.48147125504958954,0.13189644374381904,2,0
1.3946945759137084,1.5498067848119363,1.6565728610604917,3,0.0,0.0,1.5856004223771347,0.6325090086217859,0.16077999206455643,3,1
1.417925488359441,1.818485489704571,0.7228658372869718,0,0.6120388798195917,0.43934183354792555,0.5456031838729744,0.7357776332433146,0.19803776178627316,3,1
1.417925488359441,1.9491816316846486,1.4305475773845664,1,0.6120388798195917,2.166031837326254,1.1444343726964756,1.2718007323065228,0.6054132363469055,3,1
1.4406289553692602,2.0300512275827263,1.1380440863117207,0,0.9889370298693934,1.3948255870466197,1.9176857939856475,1.094369380913232,0.4038939396517106,3,1
1.4406289553692602,1.8695188903106386,0.7228658372869718,5,1.2620236515703236,2.166031837326254,1.1210583189590841,0.5594463173430859,0.19803776178627316,3,1
1.417925488359441,1.8859672279420456,0.7228658372869718,1,0.9889370298693934,0.0,0.9400639940272648,0.6452053252569392,0.2600744859213861,3,1
1.4406289553692602,1.979350838720465,1.1380440863117207,1,0.9889370298693934,0.0,0.3095593667753937,1.6315967154750761,0.6054132363469055,3,1
1.462828396921447,1.979350838720465,1.1380440863117207,1,0.9889370298693934,1.5229986983697914,0.5026426686786212,1.7703194065489194,0.6054132363469055,3,1
1.4845457069493437,2.037088773397336,1.1380440863117207,1,0.9889370298693934,2.166031837326254,1.189608388082159,2.06710887054803,0.706583890418294,3,1
1.4845457069493437,1.8357876215008055,1.8408109695331734,1,0.9889370298693934,0.1688100232371159,0.8817056873593225,1.6128722243782156,0.5745222866362643,3,1
1.4845457069493437,1.6476092333304089,1.9963283694488265,1,0.6120388798195917,0.08796289310367704,0.22632020699464636,1.6141041322469214,0.7469939566445177,2,1
1.4845457069493437,1.6579084547684184,1.1380440863117207,3,0.0,0.6988427436975632,0.7705888114800648,0.827872738559938,0.4113083793576397,3,1
1.5058013831104706,1.58348167220366,0.7228658372869718,3,0.0,0.31319659836893105,0.6829079811068289,1.437082749124605,0.17491482589218219,3,1
1.5058013831104706,1.8443277056830976,0.7228658372869718,1,0.9889370298693934,0.5513421239012738,0.4345297520935852,1.2937116205431105,0.6054132363469055,3,1
1.4845457069493437,1.503066890543292,1.6565728610604917,1,0.6120388798195917,0.0,0.410753941867957,0.9378097579273805,0.11216660200083162,3,1
1.5058013831104706,1.6579084547684184,0.7228658372869718,1,1.2620236515703236,0.0,0.45775337642707464,1.2696795307535105,0.6054132363469055,2,1
1.5058013831104706,1.4413917034956654,0.7228658372869718,2,1.2620236515703236,0.0,1.6292241826488887,0.5303576120385161,0.12010531146904739,3,1
1.5058013831104706,2.0783046503397897,2.355458712220378,1,0.9889370298693934,0.0,0.5456031838729744,1.8381708364180331,0.7469939566445177,1,0
1.5058013831104706,2.104867417274065,1.1380440863117207,1,1.2620236515703236,1.7546243035840035,0.5664105935793239,3.003412785699636,0.8402028571541673,3,1
1.5266146430484513,1.5267098900387093,0.7228658372869718,4,0.9889370298693934,0.1688100232371159,0.8817056873593225,1.5534815800100363,0.32253100421351993,3,1
1.5266146430484513,1.6053176554647302,1.1380440863117207,3,0.0,0.0,0.8665679967999729,1.0511218582313622,0.36597400755319554,2,0
1.5266146430484513,1.561158214492352,0.7228658372869718,4,1.2620236515703236,0.6520522450965187,0.3358341214080559,1.4808510201227145,0.6500309453968957,3,1
1.5266146430484513,2.0086364568273254,1.4305475773845664,1,1.2620236515703236,2.166031837326254,1.415923669172895,1.8973908609615977,0.6353784604223813,3,1
1.5266146430484513,1.818485489704571,1.4305475773845664,1,0.9889370298693934,0.1688100232371159,1.0726001279365027,1.6645199020522554,0.7469939566445177,3,1
1.5266146430484513,1.7554558217378484,0.7228658372869718,1,0.6120388798195917,0.0,0.07005287834712644,0.504969739573129,0.14161728398621903,2,1
1.5266146430484513,1.9337486998279831,1.1380440863117207,6,0.6120388798195917,1.3948255870466197,1.342872874525398,1.1058052859150755,0.36597400755319554,3,1
1.5266146430484513,1.6160594077231099,1.1380440863117207,4,1.4763065725195041,0.0,1.3800651759071187,2.1163161923114004,0.7469939566445177,3,1
1.5470035288004904,1.58348167220366,1.1380440863117207,0,0.6120388798195917,0.43934183354792555,0.8966176411305511,0.41838212323075846,0.07667404481338373,3,1
1.5470035288004904,1.8777768772214736,1.6565728610604917,1,0.9889370298693934,0.08796289310367704,0.10332104589081183,1.667377328118293,0.5263194336585933,3,1
1.5470035288004904,1.6372028331149469,1.8408109695331734,6,0.9889370298693934,0.08796289310367704,0.8817056873593225,0.7456065527284654,0.13676867566039005,3,1
1.5470035288004904,1.8859672279420456,1.8408109695331734,1,0.9889370298693934,0.0,0.7010699786392196,1.2313097057996205,0.5745222866362643,3,1
1.5470035288004904,2.0783046503397897,0.7228658372869718,0,1.2620236515703236,0.6988427436975632,1.2640621297133345,0.9532922487956685,0.4038939396517106,3,1
1.5470035288004904,1.9941008498715649,0.7228658372869718,5,0.0,0.24360698569583475,1.724171119164343,0.9099865596281987,0.1270003569092852,3,1
1.5470035288004904,1.6781940361468515,0.7228658372869718,1,0.9889370298693934,0.24360698569583475,0.8197294629286322,0.7842974331302148,0.19803776178627316,3,1
1.566985000771932,1.6781940361468515,0.7228658372869718,1,0.9889370298693934,0.8273574079749255,0.8817056873593225,0.8676102352328778,0.20713927684551026,3,1
1.566985000771932,1.9180738542712812,0.7228658372869718,1,0.9889370298693934,0.0,1.4590109285551485,1.8251854160625032,0.8232222615761102,3,1
1.566985000771932,1.7175709163639112,0.7228658372869718,3,0.0,0.43934183354792555,-1.1102230246251565e-16,0.9596293352288007,0.24273890965344305,2,1
1.566985000771932,1.971893436596799,1.1380440863117207,1,0.9889370298693934,1.5428501676521462,0.6263547840527054,2.4371924384761017,0.7984528959907106,3,1
1.566985000771932,1.9101433203731548,1.6565728610604917,1,0.9889370298693934,0.5513421239012738,0.7872387868523475,1.0623478886024336,0.5263194336585933,3,1
1.566985000771932,1.5267098900387093,1.1380440863117207,7,1.2620236515703236,0.08796289310367704,0.19695946926141314,0.37352413180938393,0.15124453849571098,1,0
1.566985000771932,1.4024740536652756,0.7228658372869718,3,0.0,0.0,0.8817056873593225,0.5404150556777302,0.42232797085612794,1,0
1.566985000771932,2.168342278478277,1.4305475773845664,5,0.6120388798195917,0.24360698569583475,1.6363133170336415,0.6379700373301656,0.5377763692808191,3,1
1.566985000771932,2.117888809617635,1.1380440863117207,1,0.6120388798195917,2.166031837326254,1.253759296244125,2.1343653844828485,0.8232222615761102,3,1
1.566985000771932,1.7175709163639112,0.7228658372869718,3,0.9889370298693934,0.6520522450965187,1.222198171356173,0.9868914159435472,0.6054132363469055,3,1
1.566985000771932,2.124336469113426,1.6565728610604917,5,0.6120388798195917,0.602964465138937,1.5706257715360796,1.365862541334051,0.44042833019403566,3,1
1.566985000771932,1.5267098900387093,0.7228658372869718,1,0.6120388798195917,0.1688100232371159,-1.1102230246251565e-16,0.2476823163513357,0.15124453849571098,1,0
1.566985000771932,1.6160594077231099,0.7228658372869718,1,0.9889370298693934,0.1688100232371159,0.7010699786392196,1.1296253411756707,0.44042833019403566,2,1
1.566985000771932,1.9337486998279831,0.7228658372869718,5,0.6120388798195917,0.1688100232371159,0.3095593667753937,0.7456065527284654,0.1560236308464204,3,1
1.566985000771932,1.5267098900387093,0.7228658372869718,3,0.6120388798195917,0.24360698569583475,1.4921920500694226,0.24982566184952248,0.19803776178627316,1,0
1.566985000771932,1.6372028331149469,1.1380440863117207,1,0.9889370298693934,0.0,0.5664105935793239,0.4042636548491473,0.20713927684551026,1,0
1.566985000771932,2.149719254958091,0.7228658372869718,2,0.6120388798195917,0.602964465138937,0.5026426686786212,2.080926920548422,0.7469939566445177,3,1
1.566985000771932,1.4788513353729535,0.7228658372869718,4,1.2620236515703236,1.1061991868260412,0.6263547840527054,1.240892067093168,0.3851137029909385,3,1
1.566985000771932,1.8695188903106386,0.7228658372869718,1,1.2620236515703236,0.31319659836893105,0.5456031838729744,0.9146778513557309,0.2855270726385659,3,1
1.566985000771932,1.8859672279420456,0.7228658372869718,1,0.9889370298693934,0.0,0.6263547840527054,1.0811709016866486,0.9024469065478823,2,1
1.566985000771932,1.5498067848119363,0.7228658372869718,0,0.6120388798195917,0.0,1.155920627545124,0.22818263027908575,0.07667404481338373,1,0
1.566985000771932,1.746118300043122,0.7228658372869718,0,0.6120388798195917,0.0,0.6455634132402214,0.3945850095118437,0.13189644374381904,3,1
1.566985000771932,1.8443277056830976,1.9963283694488265,2,0.9889370298693934,1.371770214418801,0.2548434235989109,1.6449493998849634,0.5097212751005391,3,1
1.566985000771932,1.7738732988063297,1.1380440863117207,1,1.4763065725195041,0.43934183354792555,0.3863990463250086,0.7924193253164021,0.15124453849571098,3,1
1.566985000771932,1.688184570753429,0.7228658372869718,3,0.6120388798195917,0.1688100232371159,0.8665679967999729,0.7630587654011987,0.03450598239476634,2,1
1.566985000771932,1.6053176554647302,1.1380440863117207,1,0.9889370298693934,0.0,0.13551798466696657,0.27258107182434466,0.20713927684551026,0,0
1.566985000771932,1.5267098900387093,1.1380440863117207,1,0.0,0.0,0.7189079934440529,0.12696093822571367,0.10215375966791206,0,0
1.566985000771932,1.979350838720465,0.7228658372869718,5,0.0,1.860182396735545,1.132814649258688,0.1742443061420243,0.16077999206455643,3,1
1.566985000771932,1.6476092333304089,1.1380440863117207,1,0.9889370298693934,0.08796289310367704,0.9257905848358632,1.6646499623394633,0.7858342776288167,3,1
1.566985000771932,1.6372028331149469,0.7228658372869718,3,0.6120388798195917,0.0,1.2328296096393228,0.5983461129910507,0.1270003569092852,2,0
1.566985000771932,1.4413917034956654,0.7228658372869718,3,0.6120388798195917,0.0,1.222198171356173,0.531569859734246,0.061068653170189925,2,1
1.566985000771932,1.818485489704571,1.1380440863117207,2,0.9889370298693934,0.43934183354792555,0.9952035845858663,1.3265242885891155,0.5097212751005391,3,1
1.566985000771932,1.503066890543292,1.1380440863117207,1,0.6120388798195917,0.0,1.1091621315206772,0.28247316263021255,0.3062536197290631,0,0
1.566985000771932,1.5498067848119363,1.1380440863117207,4,1.2620236515703236,0.0,0.9113104917915575,1.1329507394366216,0.5900870380959596,3,1
1.566985000771932,1.8777768772214736,0.7228658372869718,0,0.9889370298693934,0.43934183354792555,0.07005287834712644,0.448670705264449,0.22063808900451157,1,0
